x, y
0.0035853440630174917, 244.0061098556495
0.004014877461067651, 302.3655419540203
0.004406052068233887, 312.14140304626443
0.004787523780629593, 298.55991078081723
0.00519939192437179, 302.92066202533914
0.005626162459182061, 302.92066202533914
0.0060612421457813415, 286.69052974125094
0.006443953899899023, 263.28357361787494
0.006443953899899023, 263.28357361787494
0.006915629711069796, 254.718863103555
0.007348776694503548, 241.13275123589386
0.008084400386097142, 203.15185063913623
0.008084400386097142, 203.15185063913623
0.008646771143210932, 179.42265071084114
0.009015663139111106, 155.76546269207356
0.009435930831498442, 134.21920646799128
0.009857390479159938, 116.41298158733352
0.010334887989554585, 95.41449504934266
0.010908946927554378, 79.72274141740877
0.011461401739977992, 63.46002443165819
0.011837427521074894, 52.34565966593236
0.012662408626171446, 40.91892481825461
0.012662408626171446, 40.91892481825461
0.012878487562237743, 35.10816722192241
0.013629151691801258, 30.274483920158705
0.014013438174914707, 22.820724547162634
0.014582877681741001, 22.820724547162634
0.014582877681741001, 22.820724547162634
0.01660840564120248, 16.76401245240919
0.01660840564120248, 16.76401245240919
0.01844084457901179, 16.76401245240919
0.020974762802612068, 17.221972830874677
0.020974762802612068, 17.221972830874677
0.023102164454085267, 15.6570394824438
0.023102164454085267, 15.6570394824438
0.02510541400625344, 12.91671229876175
0.025950185378224067, 11.980396741509121
0.02668635176814782, 10.814385551340724
0.027747133744730063, 9.840130477429598
0.02941115529927343, 8.257003934204828
0.030328592474745238, 7.4039132333060245
0.03155401009785898, 6.713465095013055
0.032448420998579336, 5.914313240192928
0.033654973827175944, 5.441760142391118
0.033654973827175944, 5.441760142391118
0.03497172314554598, 4.604494316533788
0.03677681264901692, 4.339860297291743
0.038738849971482796, 4.150223850343029
0.038738849971482796, 4.150223850343029
0.041071417156586465, 3.8165374298723993
0.04282090751110945, 3.416993411273656
0.04661422040478021, 2.77839722435477
0.04998293165749865, 2.3078173807456857
0.05497256800343099, 1.8212445129536148
0.056612080445725375, 1.522868029763003
0.060094260375651576, 1.326962010083434
0.06309303545533711, 1.2187757095872207
0.06771557022272019, 1.0070500012516257
0.07148809629210853, 0.8255737197635863
0.0711095922391765, 0.8633280838489524
0.07486803122970262, 0.7215827097517241
0.07825983771286632, 0.6363875881928213
0.08104444846019015, 0.5335792768289571
0.08494830693569638, 0.463484841695743
0.08921017677363155, 0.40962662886066276
0.08981882867723245, 0.33501783624167414
0.09512210310538415, 0.2922605520557498
0.09605331392753642, 0.24286440769271714
0.09990539731571259, 0.21276005849054638
0.10376886194937296, 0.18972469939754988
0.109218293934819, 0.16451815396541186
0.11321909749085136, 0.12779671033204215
0.11897510092954908, 0.11032817268352528
0.12152557617438461, 0.08857784692614389
0.12706482921979606, 0.07408219129979483
0.1319228138480158, 0.059794243669388285
0.13348892069250556, 0.05032561588371544
0.13995009023707522, 0.04185950943912088
0.14435481458611613, 0.035237453480029525
0.1476123255612915, 0.028292473301632502
0.1544075642464116, 0.024361825871673716
0.16101929405232862, 0.020596708821027748
0.16801223226852893, 0.016884134673949013
0.1741237972253584, 0.014321430835040576
0.18252548690102086, 0.011496403003679264
0.1888978222829691, 0.00995041353432521
0.2016375966265455, 0.008650084277961646
0.22471000260363783, 0.007503475937498792
0.24456108124976783, 0.006794102441065272
0.26283451239999156, 0.006193652174164631
0.30078295068657246, 0.00493325972156069
0.33149686892847996, 0.004172704806002252
0.3595057652116587, 0.0028157773784348895
0.3595057652116587, 0.0028157773784348895
0.3464197556833999, 0.0035896249576505526
