3.836000000000000000e-03 1.690013056939365583e+02
4.348000000000000302e-03 1.106806445553014271e+02
4.858999999999999604e-03 6.256117062780567295e+01
5.370999999999999906e-03 3.985553584686532247e+01
5.882000000000000076e-03 2.632707470866023769e+01
6.394000000000000378e-03 1.749404684337648064e+01
6.904999999999999680e-03 1.283072903300532097e+01
7.415999999999999849e-03 9.707248337987195441e+00
7.927999999999999284e-03 7.641787720055700284e+00
8.439000000000000321e-03 6.185700375907583037e+00
8.951000000000000623e-03 4.801331472346347162e+00
9.206999999999999906e-03 4.414777443858546313e+00
9.461999999999999925e-03 4.030009111170575586e+00
9.972999999999999227e-03 3.277244660216767524e+00
1.043000000000000003e-02 2.538091835690643006e+00
1.047999999999999973e-02 2.452049130506542607e+00
1.099999999999999936e-02 2.137019333894445428e+00
1.150999999999999940e-02 1.801240862157261313e+00
1.166000000000000023e-02 1.732436620702887176e+00
1.201999999999999943e-02 1.569712339600614515e+00
1.252999999999999947e-02 1.345857481109670406e+00
1.289000000000000042e-02 1.193974128092942566e+00
1.303999999999999951e-02 1.130689397669306429e+00
1.354999999999999954e-02 1.035323649749317454e+00
1.405999999999999958e-02 9.378237441054417811e-01
1.412000000000000061e-02 9.222126794977674180e-01
1.456999999999999962e-02 8.026160246792202191e-01
1.508999999999999925e-02 6.950787250404334428e-01
1.533999999999999947e-02 6.154234592974170415e-01
1.559999999999999928e-02 5.894480732165937598e-01
1.610999999999999932e-02 5.732243445291477224e-01
1.657000000000000139e-02 5.585911774777257977e-01
1.661999999999999936e-02 5.570006158417017961e-01
1.712999999999999939e-02 5.160725795548460892e-01
1.763999999999999943e-02 3.971664064813007489e-01
1.779999999999999985e-02 3.864883565892137107e-01
1.814999999999999947e-02 3.631301224502735403e-01
1.865999999999999950e-02 3.290938384192463317e-01
1.902999999999999831e-02 3.044008480437952469e-01
1.916999999999999954e-02 2.950575543882190677e-01
1.967999999999999958e-02 3.296645598118462250e-01
2.018999999999999961e-02 3.186359270122381959e-01
2.025000000000000064e-02 3.173384408005195390e-01
2.069999999999999965e-02 2.979085150042513064e-01
2.120999999999999969e-02 2.400000377900259885e-01
2.147999999999999909e-02 2.241296038093965881e-01
2.172999999999999932e-02 2.236701184471578674e-01
2.223999999999999935e-02 2.227327683081908594e-01
2.271000000000000102e-02 2.218689358271820622e-01
2.274999999999999939e-02 2.217954181692238791e-01
2.325999999999999943e-02 1.868955387255117617e-01
2.376999999999999946e-02 1.858428196989096171e-01
2.393999999999999947e-02 1.852478431510123924e-01
2.427999999999999950e-02 1.788131936003696243e-01
2.478999999999999954e-02 1.691612192744054999e-01
2.515999999999999834e-02 1.602671137389868050e-01
2.529999999999999957e-02 1.490894133947462119e-01
2.580999999999999961e-02 1.398607433751843654e-01
2.631999999999999965e-02 1.431751728873111584e-01
2.639000000000000026e-02 1.436300945850540745e-01
2.682999999999999968e-02 1.464896023994379792e-01
2.733999999999999972e-02 1.248229988416403591e-01
2.761999999999999872e-02 1.198142110216924711e-01
2.784999999999999976e-02 1.098826839485202433e-01
