x, y
0.0035527799300785756, 197.62926688955784
0.003966613467550653, 155.79886110128103
0.004408287284127918, 103.548628847291
0.004806144850863931, 65.15815710459952
0.005240312609472736, 43.8257454815752
0.005700942335982149, 29.832072711439654
0.006100005599740674, 22.10682147701325
0.006473530517288295, 16.246212352570335
0.006868951104432431, 13.075141806435463
0.007264299623988272, 10.394665009163605
0.007701282842321587, 8.414514681234174
0.008171001877624437, 6.813557054233117
0.00859371675679516, 5.823235340176547
0.008947581673765222, 4.806493065224235
0.009434130327424788, 4.071815947538996
0.009779989956105857, 3.5529976204240805
0.010134822441831923, 3.0460493479790136
0.010481626386937363, 2.449250355871206
0.011084614573766385, 2.086053593788353
0.01141300414875059, 1.8457323686201743
0.011873975851153486, 1.634286979848423
0.012447483850061787, 1.380670896472578
0.013103547568546207, 1.1038787927058111
0.01388006134860883, 0.9846409759768634
0.014377950044326, 0.8550980993723412
0.014661372946424396, 0.7776462620862215
0.01501593464334457, 0.7186775077073914
0.015401728935713144, 0.5957553201843606
0.016881375345867852, 0.548685943886903
0.017520247469621664, 0.46488182797447414
0.017571899651233285, 0.40171127474254764
0.019295588373346193, 0.2866760611603647
0.01844001796331639, 0.35647888640144154
0.02060751536935842, 0.30960725309685244
0.020974077796138163, 0.2632393561205036
0.021369044081225464, 0.22433353429151917
0.02290123762280532, 0.22151745227362857
0.021977220844398734, 0.18954339367459036
0.023925524815746026, 0.18552179237999858
0.025128945511114477, 0.16274652638974327
0.025445276325136688, 0.13749044746981515
0.027143116807832615, 0.14852451139673867
0.025493096751737145, 0.11737497328758466
0.027489995286814305, 0.12542788636362162
0.028071460956180884, 0.10031987750521132
0.0306125965204922, 0.11420586200074742
0.030721845542396285, 0.09603841406047989
0.03297987285728333, 0.08515879507715574
0.03116686558227261, 0.07195008918155817
0.03571830286073502, 0.08923243491455299
0.03872786185174545, 0.0767914772204651
0.034706190745398796, 0.07176707546930432
0.033086698941479996, 0.05559233176245765
0.036741879625243896, 0.06015640349482138
0.041410117943526475, 0.06308413931111836
0.037815003734866334, 0.05014663991033402
0.03751949674156021, 0.03838791459519141
0.03626527340381334, 0.03240620091824795
0.04237050996492719, 0.02925056237243399
0.04214398709716862, 0.021094534364425065
0.042578559599285505, 0.04032902203741817
0.041723761523560346, 0.05126604346330983
0.04589514158827744, 0.049646063793612416
0.049923080865880654, 0.0438722717942233
0.05266647500694391, 0.039616278360918245
0.05673456655039681, 0.04041130183657982
0.05949558266220038, 0.03654507545599387
0.06320691356406755, 0.035059184429100734
0.06751985115968692, 0.03533727003315548
0.07282334043418391, 0.03433577862307497
0.07789943643154139, 0.03993315442638681
0.08067556306678343, 0.045786738733640434
0.08401901919886934, 0.05549455566138439
0.08747157030425147, 0.07785434930374463
0.09092142721063834, 0.12301989535266715
0.09492002319964155, 0.19209348305645346
0.11090578760444024, 0.12716773518169203
0.10492109329252419, 0.1896407627002918
0.11405230441354264, 0.0774733642868332
0.11925466047986535, 0.048356673522658586
0.12151779422652208, 0.02906807987123506
0.12471372098126685, 0.01938374081361029
0.12663260067561014, 0.017110241287705524
0.13042501671015044, 0.015653689422440418
0.13573703796597272, 0.014497288882106487
0.1401835671254662, 0.012619878303098976
0.1463284944773322, 0.012163423369874965
0.15531147985959864, 0.011987170590646601
0.16964734191323644, 0.01188711560313154
0.18155268482907472, 0.011268702052827423
0.1966660241469488, 0.011060166166330288
0.20702259333934375, 0.010203811576528714
0.22080694024547778, 0.009270373346877504
0.23709510116896423, 0.008410717280793793
0.24816245317027888, 0.008053005648992168
0.26015875678902844, 0.007691975738910321
0.27453157398566924, 0.0073941027564636405
0.28756547628722695, 0.006651013165447111
0.2984907630870386, 0.006184036979354529
0.31241439739799365, 0.005645748851991353
0.3281700154801106, 0.005112829264077367
0.3357218754641668, 0.00427553408238806
0.3397658832928506, 0.003914425020619386
0.3426391101701705, 0.0031392878024658418
0.35582557907948803, 0.0007737427029618724
