3.836000000000000000e-03 2.574676487453058871e+04
4.348000000000000302e-03 1.054580410587700499e+04
4.858999999999999604e-03 4.824966460704969904e+03
5.370999999999999906e-03 2.740322335393589583e+03
5.882000000000000076e-03 1.802652045833924149e+03
6.394000000000000378e-03 1.232052197257979287e+03
6.904999999999999680e-03 8.558881838992530220e+02
7.415999999999999849e-03 6.106191257225927984e+02
7.927999999999999284e-03 4.515431682085010152e+02
8.439000000000000321e-03 3.481769406596528711e+02
8.951000000000000623e-03 2.774403855234972980e+02
9.206999999999999906e-03 5.495669683358487418e+02
9.461999999999999925e-03 2.231053405111017014e+02
9.972999999999999227e-03 1.776538651603468111e+02
1.043000000000000003e-02 2.770982192596101186e+02
1.047999999999999973e-02 1.415364457934351492e+02
1.099999999999999936e-02 1.143442370889649595e+02
1.150999999999999940e-02 9.432890109848636939e+01
1.166000000000000023e-02 1.377374537505509124e+02
1.201999999999999943e-02 7.773423074855864456e+01
1.252999999999999947e-02 6.410347374256321018e+01
1.289000000000000042e-02 8.533833958138539799e+01
1.303999999999999951e-02 5.623092031679749425e+01
1.354999999999999954e-02 4.881905133654574058e+01
1.405999999999999958e-02 4.324839874869780942e+01
1.412000000000000061e-02 5.368188359244258834e+01
1.456999999999999962e-02 3.816378590239899182e+01
1.508999999999999925e-02 3.278902259044930645e+01
1.533999999999999947e-02 3.726662923887019474e+01
1.559999999999999928e-02 2.782095153915643593e+01
1.610999999999999932e-02 2.384983717792097124e+01
1.657000000000000139e-02 2.587383786926224971e+01
1.661999999999999936e-02 2.085867361205474069e+01
1.712999999999999939e-02 1.846036182555137373e+01
1.763999999999999943e-02 1.636805484032312563e+01
1.779999999999999985e-02 1.911834554735908753e+01
1.814999999999999947e-02 1.469160832630462465e+01
1.865999999999999950e-02 1.363796652659107167e+01
1.902999999999999831e-02 1.420198833454007392e+01
1.916999999999999954e-02 1.245272645687262347e+01
1.967999999999999958e-02 1.132882153427470762e+01
2.018999999999999961e-02 1.015697394151689892e+01
2.025000000000000064e-02 1.102434475245724066e+01
2.069999999999999965e-02 8.985363390651759374e+00
2.120999999999999969e-02 7.962158483316700064e+00
2.147999999999999909e-02 8.473703289682076090e+00
2.172999999999999932e-02 7.183771541886395440e+00
2.223999999999999935e-02 6.598902633152197161e+00
2.271000000000000102e-02 6.791097525725970030e+00
2.274999999999999939e-02 6.076345989073331566e+00
2.325999999999999943e-02 5.670702763141509450e+00
2.376999999999999946e-02 5.244783555307849454e+00
2.393999999999999947e-02 5.433073155416401789e+00
2.427999999999999950e-02 4.847274915402307371e+00
2.478999999999999954e-02 4.479812151801281672e+00
2.515999999999999834e-02 4.473606250658570538e+00
2.529999999999999957e-02 4.125322473676330759e+00
2.580999999999999961e-02 3.770452667121942714e+00
2.631999999999999965e-02 3.441009707314070631e+00
2.639000000000000026e-02 3.629429895841269182e+00
2.682999999999999968e-02 3.173754490198034350e+00
2.733999999999999972e-02 2.968508552867709760e+00
2.761999999999999872e-02 3.050227811739215422e+00
2.784999999999999976e-02 2.785708942727223913e+00
2.835999999999999979e-02 2.617838216037412291e+00
2.884000000000000105e-02 2.550678983191319027e+00
2.886999999999999983e-02 2.450130870718608023e+00
2.937999999999999987e-02 2.285539844255382480e+00
2.988999999999999990e-02 2.136285512389885177e+00
3.006999999999999951e-02 2.177321603933069838e+00
3.039999999999999994e-02 2.002531715698169901e+00
3.090999999999999998e-02 1.874360771070081588e+00
3.130000000000000143e-02 1.872760256155136860e+00
3.141999999999999654e-02 1.754938265013839649e+00
3.193000000000000005e-02 1.644170067164018922e+00
3.243000000000000049e-02 1.547151612595148551e+00
3.252000000000000030e-02 1.600749727938971301e+00
3.293999999999999706e-02 1.462546258767676299e+00
3.345000000000000057e-02 1.386720306413936399e+00
3.375000000000000222e-02 1.390741133819664466e+00
3.395999999999999713e-02 1.311649601408550136e+00
3.447000000000000064e-02 1.235947924558288280e+00
3.497999999999999721e-02 1.164559010244607284e+00
3.497999999999999721e-02 1.209180909922193292e+00
3.549000000000000071e-02 1.106539889264412269e+00
3.599999999999999728e-02 1.047366104387907892e+00
3.620000000000000301e-02 1.062883233159011676e+00
3.651000000000000079e-02 9.939098694907175791e-01
3.701999999999999735e-02 9.433529210351186967e-01
3.742999999999999799e-02 9.293456848072910725e-01
3.751999999999999780e-02 8.961743836790075912e-01
3.803000000000000130e-02 8.521133922016400630e-01
3.853999999999999787e-02 8.129976251266859411e-01
3.865999999999999992e-02 8.251526025520852237e-01
3.905000000000000138e-02 7.759364707091628288e-01
3.955999999999999794e-02 7.415964275048163579e-01
3.987999999999999878e-02 7.337455484509227688e-01
4.007000000000000145e-02 7.061661475564897650e-01
4.057000000000000189e-02 6.726938483130825430e-01
4.107999999999999846e-02 6.414487911464255010e-01
4.111000000000000071e-02 6.566200320715245287e-01
4.159000000000000197e-02 6.135263062044608029e-01
4.209999999999999853e-02 5.876271324325423873e-01
4.234000000000000263e-02 5.849648684891602946e-01
4.261000000000000204e-02 5.623703803103210497e-01
4.311000000000000248e-02 5.405595243527868687e-01
4.356000000000000150e-02 5.283463463825870399e-01
4.361999999999999905e-02 5.181684946696194505e-01
4.413000000000000256e-02 4.973827419371398273e-01
4.463999999999999913e-02 4.777338700235778113e-01
4.479000000000000342e-02 4.810909733034843261e-01
4.601000000000000228e-02 4.368405567521726485e-01
4.716000000000000053e-02 3.598895726310203935e-01
4.723999999999999727e-02 3.984087108077241646e-01
4.846000000000000307e-02 3.632192068336447255e-01
4.968999999999999806e-02 3.328864721318586239e-01
5.091999999999999998e-02 3.061611569251267428e-01
5.213999999999999885e-02 2.831633310739139486e-01
5.269999999999999685e-02 2.402641531767112648e-01
5.337000000000000077e-02 2.614084039769629664e-01
5.458999999999999964e-02 2.425556542534894333e-01
5.582000000000000156e-02 2.269189073415339430e-01
5.704000000000000042e-02 2.118444257773466344e-01
5.824000000000000010e-02 1.804240927748702872e-01
5.827000000000000235e-02 1.984731827987002706e-01
5.949000000000000121e-02 1.861148434107940952e-01
6.071000000000000008e-02 1.750114764379071264e-01
6.194000000000000200e-02 1.650396071124493880e-01
6.315999999999999392e-02 1.564201587936351612e-01
6.378000000000000336e-02 1.454271608079367450e-01
6.439000000000000279e-02 1.483863751379770335e-01
6.561000000000000165e-02 1.416015951528221961e-01
6.683999999999999664e-02 1.349528102122952433e-01
6.805999999999999550e-02 1.290604803468782535e-01
6.927999999999999436e-02 1.239666710200484911e-01
6.930999999999999661e-02 1.245777409849560952e-01
7.051000000000000323e-02 1.193395736641744143e-01
7.173000000000000209e-02 1.151497643064592208e-01
7.295000000000000095e-02 1.114926365188278617e-01
7.417999999999999594e-02 1.084573299640518573e-01
7.484000000000000374e-02 1.147175797208866699e-01
7.539999999999999480e-02 1.060363753097673667e-01
7.661999999999999367e-02 1.039653223015574862e-01
