1.00e+00 auto rbf 0 0.740625
1.00e+00 auto poly 0 0.748563
1.00e+00 auto poly 0 0.748563
1.00e+00 auto poly 0 0.748563
1.00e+00 auto rbf 1 0.740625
1.00e+00 auto poly 1 0.781438
1.00e+00 auto poly 1 0.781438
1.00e+00 auto poly 1 0.781438
1.00e+00 scale rbf 0 0.701687
1.00e+00 scale poly 0 0.685812
1.00e+00 scale poly 0 0.685812
1.00e+00 scale poly 0 0.685812
1.00e+00 scale rbf 1 0.701687
1.00e+00 scale poly 1 0.729875
1.00e+00 scale poly 1 0.729875
1.00e+00 scale poly 1 0.729875
1.00e+01 auto rbf 0 0.795188
1.00e+01 auto poly 0 0.812812
1.00e+01 auto poly 0 0.812812
1.00e+01 auto poly 0 0.812812
1.00e+01 auto rbf 1 0.795188
1.00e+01 auto poly 1 0.830125
1.00e+01 auto poly 1 0.830125
1.00e+01 auto poly 1 0.830125
1.00e+01 scale rbf 0 0.769062
1.00e+01 scale poly 0 0.731687
1.00e+01 scale poly 0 0.731687
1.00e+01 scale poly 0 0.731687
1.00e+01 scale rbf 1 0.769062
1.00e+01 scale poly 1 0.781375
1.00e+01 scale poly 1 0.781375
1.00e+01 scale poly 1 0.781375
1.00e+02 auto rbf 0 0.857750
1.00e+02 auto poly 0 0.865312
1.00e+02 auto poly 0 0.865312
1.00e+02 auto poly 0 0.865312
1.00e+02 auto rbf 1 0.857750
1.00e+02 auto poly 1 0.870812
1.00e+02 auto poly 1 0.870812
1.00e+02 auto poly 1 0.870812
1.00e+02 scale rbf 0 0.809750
1.00e+02 scale poly 0 0.789813
1.00e+02 scale poly 0 0.789813
1.00e+02 scale poly 0 0.789813
1.00e+02 scale rbf 1 0.809750
1.00e+02 scale poly 1 0.826937
1.00e+02 scale poly 1 0.826937
1.00e+02 scale poly 1 0.826937
1.00e+03 auto rbf 0 0.890875
1.00e+03 auto poly 0 0.874375
1.00e+03 auto poly 0 0.874375
1.00e+03 auto poly 0 0.874375
1.00e+03 auto rbf 1 0.890875
1.00e+03 auto poly 1 0.882312
1.00e+03 auto poly 1 0.882312
1.00e+03 auto poly 1 0.882312
1.00e+03 scale rbf 0 0.865125
1.00e+03 scale poly 0 0.856875
1.00e+03 scale poly 0 0.856875
1.00e+03 scale poly 0 0.856875
1.00e+03 scale rbf 1 0.865125
1.00e+03 scale poly 1 0.867625
1.00e+03 scale poly 1 0.867625
1.00e+03 scale poly 1 0.867625
1.00e+04 auto rbf 0 0.895625
1.00e+04 auto poly 0 0.865250
1.00e+04 auto poly 0 0.865250
1.00e+04 auto poly 0 0.865250
1.00e+04 auto rbf 1 0.895625
1.00e+04 auto poly 1 0.875563
1.00e+04 auto poly 1 0.875563
1.00e+04 auto poly 1 0.875563
1.00e+04 scale rbf 0 0.893188
1.00e+04 scale poly 0 0.872188
1.00e+04 scale poly 0 0.872188
1.00e+04 scale poly 0 0.872188
1.00e+04 scale rbf 1 0.893188
1.00e+04 scale poly 1 0.878750
1.00e+04 scale poly 1 0.878750
1.00e+04 scale poly 1 0.878750
