1.00e+00 auto rbf 0 0.976625
1.00e+00 auto poly-2 0 0.972625
1.00e+00 auto poly-3 0 0.972625
1.00e+00 auto poly-4 0 0.972625
1.00e+00 auto rbf 1 0.976625
1.00e+00 auto poly-2 1 0.976250
1.00e+00 auto poly-3 1 0.976250
1.00e+00 auto poly-4 1 0.976250
1.00e+01 auto rbf 0 0.983625
1.00e+01 auto poly-2 0 0.979500
1.00e+01 auto poly-3 0 0.979500
1.00e+01 auto poly-4 0 0.979500
1.00e+01 auto rbf 1 0.983625
1.00e+01 auto poly-2 1 0.980750
1.00e+01 auto poly-3 1 0.980750
1.00e+01 auto poly-4 1 0.980750
1.00e+02 auto rbf 0 0.982625
1.00e+02 auto poly-2 0 0.977125
1.00e+02 auto poly-3 0 0.977125
1.00e+02 auto poly-4 0 0.977125
1.00e+02 auto rbf 1 0.982625
1.00e+02 auto poly-2 1 0.980000
1.00e+02 auto poly-3 1 0.980000
1.00e+02 auto poly-4 1 0.980000
1.00e+03 auto rbf 0 0.982625
1.00e+03 auto poly-2 0 0.977125
1.00e+03 auto poly-3 0 0.977125
1.00e+03 auto poly-4 0 0.977125
1.00e+03 auto rbf 1 0.982625
1.00e+03 auto poly-2 1 0.980000
1.00e+03 auto poly-3 1 0.980000
1.00e+03 auto poly-4 1 0.980000
1.00e+04 auto rbf 0 0.982625
1.00e+04 auto poly-2 0 0.977125
1.00e+04 auto poly-3 0 0.977125
1.00e+04 auto poly-4 0 0.977125
1.00e+04 auto rbf 1 0.982625
1.00e+04 auto poly-2 1 0.980000
1.00e+04 auto poly-3 1 0.980000
1.00e+04 auto poly-4 1 0.980000
